,Tweets,User,User_location,fav_count,rt_count,tweet_date
1095,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#VandeBharatMission Updates: 4273 people returned home yesterday from Kuwait, Abu Dhabi, Dubai, Mu…",Shubham,"Rajasthan, India",0,21,2020-05-31 05:54:37
1096,"RT @timesofindia: Today, we can see the pain of eastern India through the pain of migrants. That part of the country can work as the growth…",Aacharya Kailas ASTROLOGER NUMEROLOGIST VAASTU EXP,Bangalore,0,5,2020-05-31 05:54:36
1097,"RT @AkashvaniAIR: #MKB Speaking of those affected by #Coronavirus with newer challenges and consequent hardships, a scourge that does not h…",AIR DHARMAPURI FM 102.5,"Dharmapuri, India",0,6,2020-05-31 05:54:36
1098,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,Deepika Vaid,,0,4008,2020-05-31 05:54:34
1099,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",$$$BeamerBoy$$$,Lucknow ,0,48,2020-05-31 05:54:21
1100,"RT @Naveen_Odisha: The economic revival package announced by @FinMinIndia has given hope to the Micro, Small &amp; Medium Enterprises sector in…",Sahoo Sarita,,0,613,2020-05-31 05:54:19
1101,RT @Naveen_Odisha: The package for employment and economic revival will now largely mitigate the distress of working class who were impacte…,Sahoo Sarita,,0,167,2020-05-31 05:54:15
1102,"#COVID19 is an unprecedented situation, presenting new challenges. Corona has affected the entire world, India too… https://t.co/8RA9V8o3um",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",2,2,2020-05-31 05:54:08
1103,RT @AkashvaniAIR: PM @narendramodi speaks about the cause of Migrant Labourers and the need for coming up with solutions to alleviate their…,PIB in Jammu and Kashmir,"Srinagar, Kashmir",0,8,2020-05-31 05:54:06
1104,"#MKB Speaking of those affected by #Coronavirus with newer challenges and consequent hardships, a scourge that does… https://t.co/30M3YNgyqO",???? ????? ????????,"Uttar Pradesh, India",1,0,2020-05-31 05:54:01
1105,"RT @timesofindia: Today, we can see the pain of eastern India through the pain of migrants. That part of the country can work as the growth…",viktormeister,New Delhi,0,5,2020-05-31 05:53:51
1106,RT @AkashvaniAIR: PM @narendramodi speaks about the cause of Migrant Labourers and the need for coming up with solutions to alleviate their…,Aacharya Kailas ASTROLOGER NUMEROLOGIST VAASTU EXP,Bangalore,0,8,2020-05-31 05:53:46
1107,"Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine i… https://t.co/vtOmGMOPlG",AIR News Jammu,"Jammu, Jammu And Kashmir",1,0,2020-05-31 05:53:38
1108,"RT @PIB_India: ?????Gratitude is the Best attitude?????

Let’s be supportful to our healthcare service personnel. Any form of violence agains…",Khushbu Kumari,"Gaya, India",0,54,2020-05-31 05:53:32
1109,"Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our re… https://t.co/WzDupq8xhl",Dynamite News,"New Delhi, India",0,0,2020-05-31 05:53:30
1110,PM @narendramodi speaks about the cause of Migrant Labourers and the need for coming up with solutions to alleviate… https://t.co/XpRX6GOZDt,ALL INDIA RADIO,India,9,8,2020-05-31 05:53:24
1111,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona https://t.co/GtBL3UrTWC,Farhan Maldar,"Pune, India",0,4008,2020-05-31 05:53:19
1112,"RT @PIB_India: #BreakTheStigma 

Share your struggles with your loved ones and emerge stronger - @SrBachchan 

Together we will fight #COVI…",FobTiruchirapalli GovtofIndia,,0,31,2020-05-31 05:53:18
1113,"RT @PIB_India: #Coronavirus doesn't discriminate, why should we?

Listen to veteran actor @SrBachchan, Do not let the patients recovering f…",FobTiruchirapalli GovtofIndia,,0,78,2020-05-31 05:53:14
1114,The entire world is watching and we are hopeful of our vaccine development efforts. Innovation is what has taken us… https://t.co/EsHUOi09Al,PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",2,2,2020-05-31 05:53:09
1115,RT @airnews_ita: Work being done in our labs on Corona vaccine is being keenly observed by the world and we are hopeful too. In order to ch…,AIR News Kohima,"Kohima, India",0,1,2020-05-31 05:53:09
1116,"RT @airnewsalerts: Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our respira…",PRAVEEN DUBEY,Kolkata,0,16,2020-05-31 05:52:47
1117,"RT @knowthenation: Getting ahead of himself.

#Kejriwal #Delhi #IndiaFightsCorona https://t.co/2vKLev4QYz",Ashwin Patel ?????? ????,Mumbai,0,13,2020-05-31 05:52:46
1118,"RT @bluetreelakes: #Pune ~ Authorities brace for more than 20,000 cases by end of June!??????

#PuneFightsCorona #India 
#Maharashtra #Mumbai…",Pune News & Retweets | ?? | ?? | ???? | ??,"Pune, Maharashtra, India",0,2,2020-05-31 05:52:45
1119,Work being done in our labs on Corona vaccine is being keenly observed by the world and we are hopeful too. In orde… https://t.co/7oOyXLpAz0,AIR News Jammu,"Jammu, Jammu And Kashmir",1,0,2020-05-31 05:52:43
1120,RT @CscSpvAngul: During Lock Down CSC helped citizen to book their LPG. Congratulations to CSC VLE Prakash swain of Angul District who have…,Prakash Swain,"Orissa, India",0,1,2020-05-31 05:52:35
1121,"#Pune ~ Authorities brace for more than 20,000 cases by end of June!??????

#PuneFightsCorona #India 
#Maharashtra… https://t.co/eXea7Xbqo2",BlueTreeLakes,"Maharashtra, India",2,2,2020-05-31 05:52:32
1122,"There is no section in our country that is unaffected by the difficulties caused by the disease. However, the worst… https://t.co/68FkdzGNnQ",JK CHANNEL,"Jammu, India",0,0,2020-05-31 05:52:29
1123,Work being done in our labs on Corona vaccine is being keenly observed by the world and we are hopeful too. In orde… https://t.co/Oc70jy8zj8,AIR News Itanagar,"Itanagar, India",0,1,2020-05-31 05:52:17
1124,"RT @airnewsalerts: Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our respira…",AIR News Imphal,"Imphal, India",0,16,2020-05-31 05:52:07
1125,"Students and teachers have come up with various innovations, online and video classes have been innovated in differ… https://t.co/2C28pLOL0z",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",2,1,2020-05-31 05:51:57
1126,"RT @FOBUdhampur: PM @narendramodi cites the example of Nashik farmer Rajendra Jadhav ""he has made an innovative tractor-mounted sanitizatio…","Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K",0,2,2020-05-31 05:51:53
1127,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Md Shadab Azam,"New Delhi ,India",0,92,2020-05-31 05:51:50
1128,RIGHT !!! they r more kind to black Americans instead of black Indians in #IndiaFightsCorona ..just #Shame https://t.co/2oUeEW7IW0,Rajoshree Mounirudro,"Kolkata, India",1,0,2020-05-31 05:51:44
1129,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Ritendra Yadav,"Jaipur, India",0,92,2020-05-31 05:51:44
1130,"It is normal to panic during these tough times. With information available online, it is difficult to judge the rig… https://t.co/hyRuMpmJVQ",Biocon Biologics,Bengaluru,0,0,2020-05-31 05:51:43
1131,"RT @PIBRaipur: #IndiaFightsCorona: 

MHA issues guidelines for phased re-opening of areas outside the containment zones. 

#Lockdownextenti…",FOB BALAGHAT,"Balaghat, India",0,8,2020-05-31 05:51:36
1132,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…","Field Outreach Bureau, Kathua(J&K)",,0,48,2020-05-31 05:51:34
1133,RT @timesofindia: India's people driven fight against COVID-19. Every Indian has played a part in the battle against COVID-19: PM Narendra…,Karthik Perumal,,0,1,2020-05-31 05:51:29
1134,"RT @timesofindia: Today, we can see the pain of eastern India through the pain of migrants. That part of the country can work as the growth…",Rajendra Dabhi,Palanpur Gujarat,0,5,2020-05-31 05:51:27
1135,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Khushbu Kumari,"Gaya, India",0,92,2020-05-31 05:51:26
1136,Anganwadi workers from Una in #HimachalPradesh contributing in the fight against #COVID19 by stitching and distribu… https://t.co/6Hffmy3Kk8,PIB in Chandigarh,"Chandigarh, India",1,0,2020-05-31 05:51:22
1137,"RT @PIBRaipur: #IndiaFightsCorona: 

MHA issues order to extend #lockdown in Containment Zones upto 30th June, 2020 and to reopen prohibite…",FOB BALAGHAT,"Balaghat, India",0,9,2020-05-31 05:51:17
1138,"RT @PIBMumbai: PM @narendramodi cites the example of Nashik farmer Rajendra Jadhav ""he has made an innovative tractor-mounted sanitization…",AIR News Nagpur,"Nagpur, India",0,25,2020-05-31 05:51:17
1139,"Today, we can see the pain of eastern India through the pain of migrants. That part of the country can work as the… https://t.co/qdCnv0vsrM",The Times Of India,New Delhi,18,5,2020-05-31 05:51:13
1140,"RT @saieemanjrekarr: Thank you @BeingSalmanKhan for providing 1Lakh Hand Sanitizers to  @MumbaiPolice 

#WarAgainstVirus #IndiaFightsCorona…",Karthik Mahanta,,0,140,2020-05-31 05:51:12
1141,RT @Jb21bh: The ground realities in #Maharashtra is horrific and only God can save the people.The #UddhavThackeray led govt has completely…,Bharat????????,,0,11,2020-05-31 05:51:09
1142,RT @PIBMumbai: PM @narendramodi appreciates and honours all individuals and organizations who are helping others in various ways during #CO…,AIR News Nagpur,"Nagpur, India",0,2,2020-05-31 05:51:08
1143,"RT @ROBChandigarh: #IndiaFightsCorona  

Ranita Maibam is among the thousands of Community Health Officers of #AyushmanBharatHWCs on the fr…",Rajesh Chander Bali,,0,9,2020-05-31 05:50:55
1144,"RT @Eachu19: Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA https://t.co/aDFeuE9sey w…",Arjun,,0,3,2020-05-31 05:50:54
1145,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Publications Division,India,0,92,2020-05-31 05:50:53
1146,"RT @airnewsalerts: Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our respira…",AIR News Patna,"Patna, India",0,16,2020-05-31 05:50:51
1147,RT @csranga: Dear @narendramodi ji society following your appeal making huge sacrifices in #IndiaFightsCorona battle least Hon'ble SC judge…,Karthik Srinivasan,Chennai,0,11,2020-05-31 05:50:48
1148,You must have observed that a person devoted to the service of others never suffers from any kind of depression or… https://t.co/iByN1kEHgs,AIR News Jammu,"Jammu, Jammu And Kashmir",0,0,2020-05-31 05:50:47
1149,"Shopkeepers are adopting innovative ways to ensure #DoGajKiDoori

- PM @narendramodi #MannKiBaat #IndiaFightsCorona https://t.co/UdtPbx30U4",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",13,7,2020-05-31 05:50:44
1150,"PM @narendramodi cites the example of Nashik farmer Rajendra Jadhav ""he has made an innovative tractor-mounted sani… https://t.co/WSAVITwUDQ","Field Outreach Bureau,Udhampur(J&K)","Udhampur, Jammu And Kashmir",2,2,2020-05-31 05:50:39
1151,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",Publications Division,India,0,48,2020-05-31 05:50:39
1152,"RT @airnewsalerts: Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our respira…",AIR News Agartala,"Agartala, Tripura, India",0,16,2020-05-31 05:50:37
1153,"RT @EastMojo: #CoronavirusUpdates: 12-year-old student from Upper Siang district tests positive for COVID-19 in Arunachal Pradesh, taking t…",Kino_Fpee,Aizawl,0,4,2020-05-31 05:50:35
1154,"Battle against Corona is being fiercely waged in country through collective efforts. When we glance at the world, w… https://t.co/nXOs7hiSNj",AIR News Jammu,"Jammu, Jammu And Kashmir",1,0,2020-05-31 05:50:33
1155,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

@DGCAIndia says the suspension of scheduled international commercial passenger flights will contin…",Publications Division,India,0,36,2020-05-31 05:50:31
1156,"RT @airnewsalerts: Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our respira…",Bharath BJP G Murugadassan Auditor,"Pondicherry, India",0,16,2020-05-31 05:50:27
1157,"RT @freshnbook: ??Total #COVID19 Cases in India (as on May 31, 09:52 AM)

Confirmed Cases: 1,82,275
New Cases: 8,784
Recovered Cases: 86,936…",kunal choudhary,"New Delhi, India",0,1,2020-05-31 05:50:25
1158,"Friends, during the present Corona pandemic, Yoga becomes all the more important, because this virus affects our re… https://t.co/6CXqboIHCh",All India Radio News,"New Delhi, India",28,16,2020-05-31 05:50:02
1159,#CoronavirusUpdates: 12-year-old student from Upper Siang district tests positive for COVID-19 in Arunachal Pradesh… https://t.co/eVRCdG6Bvf,EastMojo,"Guwahati, India",10,4,2020-05-31 05:49:59
1160,"Let's all stay home and stay safe??
#IndiaFightsCorona

@Vijayabaskarofl @TNDeptofHealth @MoHFW_INDIA… https://t.co/cgzfYGd90x",z????????????????z??,somewherenoonefoundme...,0,3,2020-05-31 05:49:58
1161,"RT @airnewsalerts: My dear countrymen, Namaskar! 

Our #MannKiBaat too has not remained untouched by the effect of Corona: #PMonAIR 

#Indi…",Universe,india,0,15,2020-05-31 05:49:43
1162,"RT @CharveeKhatri: A single pic holding deep emotions.. every bit counts..
As a citizen of India I request all others reading this post to…",B.k. Pathak,"Anpara, India",0,5,2020-05-31 05:49:28
1163,No one can save India if the mindset and social discipline culture of our people doesn't change.???? Even after repea… https://t.co/XfxOorWy99,Srivatsa Rao,,1,0,2020-05-31 05:49:25
1164,"RT @airnewsalerts: Battle against Corona is being fiercely waged in country through collective efforts. When we glance at the world, we can…",Gauri Gharpure,,0,8,2020-05-31 05:49:16
1165,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,MD Danish,"Amravati, India",0,4008,2020-05-31 05:49:07
1166,"RT @PIBMumbai: Women's Self Help Groups are also doing a very commendable job across the country, making thousands of masks and doing other…",AnuP,"Mumbai, India",0,3,2020-05-31 05:49:05
1167,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,Circleoflife,Nepal,0,4008,2020-05-31 05:49:05
1168,"RT @airnewsalerts: The challenges facing the country too are of a different kind, yet Corona did not spread as fast as it did in other coun…",Gauri Gharpure,,0,7,2020-05-31 05:49:02
1169,"RT @timesofindia: The Indian Railways Family is at the forefront of fighting COVID-19: PM Narendra Modi in #MannKiBaat

#IndiaFightsCorona…",Ram Mishra,Noida,0,2,2020-05-31 05:48:55
1170,RT @timesofindia: The road ahead is a long one. We are fighting a pandemic about which little was previously known. We are making every eff…,Ram Mishra,Noida,0,2,2020-05-31 05:48:52
1171,"PM @narendramodi cites the example of Nashik farmer Rajendra Jadhav ""he has made an innovative tractor-mounted sani… https://t.co/qD08LD6LVC",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",93,25,2020-05-31 05:48:50
1172,RT @airnewsalerts: You must have observed that a person devoted to the service of others never suffers from any kind of depression or tensi…,Gauri Gharpure,,0,13,2020-05-31 05:48:42
1173,"RT @AkashvaniAIR: #MKB Speaking of those affected by #Coronavirus with newer challenges and consequent hardships, a scourge that does not h…",AIR News Nagpur,"Nagpur, India",0,6,2020-05-31 05:48:39
1174,RT @Omkar_Raii: Indian #IT industry has brought brought many laurels for the nation &amp; today it stands resilient to #COVID19 crisis by ensur…,Prabhu G,,0,458,2020-05-31 05:48:17
1175,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",AIR News Patna,"Patna, India",0,10,2020-05-31 05:48:16
1176,RT @TataCompanies: We're flying in hope from across borders to strengthen the fight. #ThisIsTata #IndiaFightsCorona https://t.co/W3qi7P1WrX,Rakesh Tripathi,"Gujarat, India",0,10,2020-05-31 05:48:08
1177,"RT @knowthenation: Getting ahead of himself.

#Kejriwal #Delhi #IndiaFightsCorona https://t.co/2vKLev4QYz",#Nationalist Neeraj,"?????????? , ????????? ",0,13,2020-05-31 05:48:08
1178,"RT @airnewsalerts: This is the situation of every Corona affected country in the world- India is no exception: #PMonAIR 

#IndiaFightsCoron…",AIR News Patna,"Patna, India",0,6,2020-05-31 05:48:00
1179,RT @airnewsalerts: Work being done in our labs on Corona vaccine is being keenly observed by the world and we are hopeful too. In order to…,AIR News Patna,"Patna, India",0,7,2020-05-31 05:47:55
1180,RT @Jb21bh: The ground realities in #Maharashtra is horrific and only God can save the people.The #UddhavThackeray led govt has completely…,Navamohan Rao,,0,11,2020-05-31 05:47:54
1181,"RT @CISFHQrs: #IndiaFightsCorona

Team #CISF ensuring ration &amp; other essential commodities reaches underprivileged section.
#CISF personnel…",??????? ?? .?? .??,,0,21,2020-05-31 05:47:48
1182,The Indian Railways Family is at the forefront of fighting COVID-19: PM Narendra Modi in #MannKiBaat… https://t.co/zC77Ml1ips,The Times Of India,New Delhi,18,2,2020-05-31 05:47:44
1183,"Only those who can adapt to change, 
will sustain. While the world navigates 
unprecedented shifts in business, GIP… https://t.co/03aV3ehYw4",Gopalpur Industrial Park,"Bhubaneshwar, India",0,0,2020-05-31 05:47:31
1184,"RT @BOC_MIB: #PMKisan Samman Nidhi Yojana has helped many farmers during these difficult times of #COVID__19 .

Here is a story from #Chatt…",FOB BALAGHAT,"Balaghat, India",0,14,2020-05-31 05:47:04
1185,The road ahead is a long one. We are fighting a pandemic about which little was previously known. We are making eve… https://t.co/sKpcMXnSYU,The Times Of India,New Delhi,19,2,2020-05-31 05:47:03
1186,RT @EastMojo: #CoronaVirusUpdate: We made a ‘live tracker’ to show the live growth curve of COVID-19 cases in India. Stay with EastMojo for…,Mukut Medhi,"????????, ????",0,2,2020-05-31 05:46:57
1187,"RT @EastMojo: #Assam: Except night curfew, state govt will go with decisions made by Central govt regarding lockdown beyond May 31, says As…",Mukut Medhi,"????????, ????",0,3,2020-05-31 05:46:53
1188,RT @EastMojo: #Nagaland: CM @Neiphiu_Rio revealed that the state govt is formulating ‘strategies and road map to move towards a sustainable…,Mukut Medhi,"????????, ????",0,5,2020-05-31 05:46:51
1189,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Haneef Ali BJP,,0,92,2020-05-31 05:46:50
1190,PM @narendramodi appreciates and honours all individuals and organizations who are helping others in various ways d… https://t.co/sS9Bwl3kGE,PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",0,2,2020-05-31 05:46:47
1191,"RT @EastMojo: #LIVE: India recorded the highest single-day spike of 7,964 new COVID-19 cases and 265 deaths in last 24 hours. Stay with Eas…",Mukut Medhi,"????????, ????",0,2,2020-05-31 05:46:46
1192,"Over 8,000 new Covid-19 cases in 24 hours for first time; India’s tally at 182,143. #IndiaFightsCorona

https://t.co/nhgpYjiHvh",Ketan,India,0,0,2020-05-31 05:46:45
1193,"Don’t know how many more Indirect deaths in #IndiaFightsCorona due to #COVID19 ??
Railway Protection Force reports 8… https://t.co/kRPIr9ZuAD",Nitin Verma,"Lucknow, India",0,0,2020-05-31 05:46:42
1194,"RT @EastMojo: #Manipur: Gujarat returnee tests COVID-19 positive; state tally 60

#COVID?19 #IndiaFightsCorona 
https://t.co/xLsxf14Cuj",Mukut Medhi,"????????, ????",0,5,2020-05-31 05:46:40
1195,"Safely transporting lakhs of #labourers in trains and buses, caring for their food, arranging for their quarantine… https://t.co/SV75EVKKMz",Pritesh #StayHomeSaveLife ????,WorldWide,0,0,2020-05-31 05:46:39
1196,RT @timesofindia: The fight against COVID-19 is also being powered by the innovative spirit of our citizens. They are innovating in a wide…,Hriday Nandan,,0,1,2020-05-31 05:46:36
1197,"RT @EastMojo: #National: Shramik special train services were launched on May 1; till now over 3,840 trains have been put into service; up t…",Mukut Medhi,"????????, ????",0,5,2020-05-31 05:46:35
1198,RT @EastMojo: #Mizoram: Passengers from Mizoram returning home in Shramik special train give away their food to flood victims of Assam alon…,Mukut Medhi,"????????, ????",0,7,2020-05-31 05:46:32
1199,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",L V V GopalaKrishna Rayudu,"Vishakhapatnam, India",0,92,2020-05-31 05:46:31
1200,"RT @EastMojo: #Assam: 43 more test positive for COVID-19; total soars to 1,100

#COVID?19 #IndiaFightsCorona 
https://t.co/66WTl5G6KC",Mukut Medhi,"????????, ????",0,3,2020-05-31 05:46:27
1201,RT @EastMojo: #National: The flight is being alleged to be that of a rescue mission since the @MoCA_GoI has not yet started any internation…,Mukut Medhi,"????????, ????",0,6,2020-05-31 05:46:25
1202,"RT @EastMojo: #Assam: Now, women, senior citizens exempted from institutional quarantine

#COVID?19 #IndiaFightsCorona 
https://t.co/I4UyIE…",Mukut Medhi,"????????, ????",0,5,2020-05-31 05:46:23
1203,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",???? ????????? ??? ?????? ????,"Mancherial District, Telangana state, India.",0,48,2020-05-31 05:46:21
1204,"RT @EastMojo: #Manipur: 2 more test COVID-19 positive in Churachandpur; tally 62

#COVID?19 #IndiaFightsCorona 
https://t.co/rpX9LOBYDu",Mukut Medhi,"????????, ????",0,5,2020-05-31 05:46:20
1205,"RT @EastMojo: #Assam: Pandu Railway New Colony in Guwahati declared as containment zone

#COVID?19 #IndiaFightsCorona 
https://t.co/khwOJw1…",Mukut Medhi,"????????, ????",0,3,2020-05-31 05:46:15
1206,The fight against COVID-19 is also being powered by the innovative spirit of our citizens. They are innovating in a… https://t.co/yWSVSnDaao,The Times Of India,New Delhi,11,1,2020-05-31 05:46:08
1207,"RT @EastMojo: #Assam: In a recent tweet, @dibrugarhpolice shares video of a home guard training 27 inmates of a quarantine centre in the up…",Mukut Medhi,"????????, ????",0,8,2020-05-31 05:46:04
1208,"RT @EastMojo: #Manipur: Since the number of infected persons has increased in state, the need for such a COVID-19 care centre is justified,…",Mukut Medhi,"????????, ????",0,3,2020-05-31 05:46:00
1209,"RT @ADcpsouthdelhi: #Sanitization of the workplace continues twice a day across the district.
#SafetyFirst #SafeWorkPlace
#WearAMask
#Delhi…",GirrajSingh,,0,19,2020-05-31 05:45:45
1210,"Now, flights are operatiing, Sharmik Special trains are running along with some more special trains. It is importan… https://t.co/QSIVBc8udk",JK CHANNEL,"Jammu, India",0,0,2020-05-31 05:45:45
1211,RT @SetuAarogya: Be a part of #TeamSetu! Find a bug or vulnerability in the Aarogya Setu App or suggest improvements and win exclusive cash…,Renjith Raveendran,Bangalore,0,133,2020-05-31 05:45:39
1212,"Women's Self Help Groups are also doing a very commendable job across the country, making thousands of masks and do… https://t.co/BrcxbLBnwp",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",4,3,2020-05-31 05:45:38
1213,"#MannKiBaat
Raju, a Divyang brother from Pathankot, has got made more than 3,000 masks and distributed them to peop… https://t.co/v9WmwU6Jvx",Jangir Kishor ????,India,0,0,2020-05-31 05:45:26
1214,"RT @PIBMumbai: Raju, a Divyang brother from Pathankot, has got made more than 3,000 masks and distributed them to people, he has also gave…",AIR News Nagpur,"Nagpur, India",0,2,2020-05-31 05:45:22
1215,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",Hriday Nandan,,0,10,2020-05-31 05:45:19
1216,"Nation stands united - helping each other, sacrificing during this challenge + Entrepreneurial self reliance in cop… https://t.co/uZ4uZX2CaL",Saket Misra,,1,0,2020-05-31 05:45:14
1217,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",Shivam gupta,Chandigarh,0,10,2020-05-31 05:45:05
1218,"RT @EastMojo: #Sikkim: 32 health staff serving lone COVID case sent to quarantine

#HealthcareHeroes 
#COVID?19 #IndiaFightsCorona 
https:/…",Mukut Medhi,"????????, ????",0,6,2020-05-31 05:45:05
1219,"RT @EastMojo: #Nagaland: Quarantined persons must strictly follow rules, appeals Northern Angami Youth Organisation

#COVID?19 #IndiaFights…",Mukut Medhi,"????????, ????",0,5,2020-05-31 05:45:02
1220,"RT @EastMojo: #Assam: 38 COVID-19 patients discharged, total 163 cured

#COVID?19 #IndiaFightsCorona 
https://t.co/trLMnNzFie",Mukut Medhi,"????????, ????",0,3,2020-05-31 05:44:59
1221,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",Daisy Dcruz,"Mumbai, India",0,10,2020-05-31 05:44:59
1222,RT @EastMojo: #News: Centre extends COVID-19 lockdown in containment zones till June 30; MHA issues guidelines for phased reopening. Check…,Mukut Medhi,"????????, ????",0,6,2020-05-31 05:44:57
1223,India's people driven fight against COVID-19. Every Indian has played a part in the battle against COVID-19: PM Nar… https://t.co/NMTBy8jKzU,The Times Of India,New Delhi,16,1,2020-05-31 05:44:56
1224,"RT @EastMojo: #Assam: Another 85 test positive for COVID19; total spikes to 1,185

#COVID?19 #IndiaFightsCorona 
https://t.co/aBBKIrH4bD",Mukut Medhi,"????????, ????",0,7,2020-05-31 05:44:52
1225,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",AIR News Imphal,"Imphal, India",0,10,2020-05-31 05:44:42
1226,"RT @airnewsalerts: Safely transporting lakhs of labourers in trains and buses, caring for their food, arranging for their quarantine in eve…",AIR News Aizawl,"Aizawl, India",0,10,2020-05-31 05:44:40
1227,"RT @EastMojo: #LIVE: Total cases soar to 182,143 in India; death toll 5,164; 86,983 cured/discharged. Stay with EastMojo for the latest upd…",Mukut Medhi,"????????, ????",0,2,2020-05-31 05:44:40
1228,Work being done in our labs on Corona vaccine is being keenly observed by the world and we are hopeful too. In orde… https://t.co/HQRp5xEPfb,"Field Outreach Bureau,Udhampur(J&K)","Udhampur, Jammu And Kashmir",1,1,2020-05-31 05:44:38
1229,Modi's #MannKiBaat is all about citizens helping each other in the time of crisis whilst Govt is taking the due cre… https://t.co/jy1b9RMGs4,I'm KASHMIR,Manhattan NY | Kashmir,0,0,2020-05-31 05:44:32
1230,"#IndiaFightsCorona: 

#Lockdown5Guidelines: Night curfew between 09:00 PM to 05:00 AM throughout the country, excep… https://t.co/Hftt7bFXN0",Cheenku,,0,0,2020-05-31 05:44:23
1231,"Raju, a Divyang brother from Pathankot, has got made more than 3,000 masks and distributed them to people, he has a… https://t.co/eUQgujeGey",PIB in Maharashtra ???? #MaskYourself ??,"Mumbai, India",1,2,2020-05-31 05:44:16
1232,"RT @mygovindia: Tapping into Ayurveda’s preventive potential, Government launches Interdisciplinary Studies involving AYUSH interventions.…",Akansha Dwivedi,,0,95,2020-05-31 05:44:11
1233,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",PRO Defence Palam,"New Delhi, India",0,92,2020-05-31 05:44:03
