,Tweets,User,User_location,fav_count,rt_count,tweet_date
867,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Anish Chaurasiya,"Lucknow, India",0,220,2020-05-31 04:47:57
868,"10:90 is King! King woh jo aisa offer haath se jaane na de, kyuki bache hai abb sirf 9 din!

Book your dream home w… https://t.co/TEJAuAOUfU",Gaurs Group,Noida,3,0,2020-05-31 04:47:50
869,"#COVID #NovelCoronavirus #Covid19 #COVID19India 

Came across this ad from CGTN . Not sure of the beauty , but they… https://t.co/ZhZZxKBf9H",Girish,,0,0,2020-05-31 04:47:48
870,"Its high time we end the zoo culture as we now realise how it feels to he caged #endzooculture

#SundayThoughts… https://t.co/DrD1LYsZN7",Parth Patel,,0,2,2020-05-31 04:47:34
871,RT @nirajvasavada: Traffic on #Ahmedabad roads these days has wiped the hard work by @vnehra. Completely chaotic. People don’t mind to park…,Cabipool Ahmedabad,"Ahmedabad, India",0,3,2020-05-31 04:47:25
872,@myogiadityanath @vijayrupanibjp any comments that why #UttarPradesh #gujarat are so low on #testing for COVID 19 ?… https://t.co/W5WR9ELWhH,Natts777,,0,0,2020-05-31 04:47:09
873,"RT @DaharwalK: #BreakingBad 
??India adds
8380 new cases in last 24hrs

??Shakha Analysts promised us #COVID19India curves ? Flattening from…",?????? ???? #VSGT ??????????,India,0,12,2020-05-31 04:46:58
874,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Sandeep Singh,,0,220,2020-05-31 04:46:32
875,"RT @satyajeettambe: Some people are busy doing politics... 
We are busy in our commitment for people ! 

Blood Donation Drive Continues...…",Sangamner Youth Congress,,0,31,2020-05-31 04:46:31
876,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Self quarantined Dhruval Mehta,"Mumbai & Vadodara,India",0,220,2020-05-31 04:46:13
877,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Karthik Dharmapuri????,New Delhi,0,220,2020-05-31 04:46:06
878,"Imposing strict sudden lockdown when cases were 500, and lifting up lockdown wen cases are 1 lac 82k. Didn't unders… https://t.co/rWfIrnw02o",Nidhi Gupta,"Dehradun, India",0,0,2020-05-31 04:45:41
879,"Daily cases are seeing new highs everyday, albeit at a lower growth rate of about 4.4%. With the sheer size of Indi… https://t.co/HWpHyi2xou","Rijo M John, PhD","Kerala, India",6,2,2020-05-31 04:45:35
880,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",????? ??? ????,"New Delhi, India",0,220,2020-05-31 04:45:28
881,#COVID19India has exposed how fragile governance system is in this country..except for blame game and stupid commen… https://t.co/mRhFETcYiD,Natts777,,0,0,2020-05-31 04:45:17
882,"Lower PF contribution of 10 percent is not mandatory, EPFO clarifies.
@smartDataIncLtd 
#smartdata #EPFO… https://t.co/FBSTs6iDOA",Naren,India,0,0,2020-05-31 04:45:10
883,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Prasun Nag,"Maharashtra, India",0,220,2020-05-31 04:45:06
884,"COVID-19 INDIA as on : 31 May 2020, 08:00 IST (GMT+5:30)  
 89995 Active Cases  86983 Cured 5164 Deaths   1 Migrate… https://t.co/Gl8a6UM1mn",NippyNews,,0,0,2020-05-31 04:45:04
885,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Bahubali09,Kuwait,0,220,2020-05-31 04:44:41
886,"#COVID19India: It's time to #Unlock1 now, keeping #economicrecovery in focus. Phased reopening of all activities ou… https://t.co/U42oaFhnNQ",Governance Now,India,0,0,2020-05-31 04:44:27
887,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Tug at scruples ????,"Delhi,(NCR)",0,220,2020-05-31 04:44:23
888,"RT @DaharwalK: #BreakingBad 
??India adds
8380 new cases in last 24hrs

??Shakha Analysts promised us #COVID19India curves ? Flattening from…",Nawaz Shaik ???? ???,"Doha, Qatar",0,12,2020-05-31 04:43:23
889,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Kumaraswamy,"Bengaluru, Karnataka",0,220,2020-05-31 04:43:06
890,"RT @bhopalpawan: @AvdheshanandG The surroundings we live in, has a great impact on our mind and body. Keep your environment pure, neat and…",Nandan Bhardwaj ?,"Bhopal, India",0,3,2020-05-31 04:43:05
891,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Nandan Bhardwaj ?,"Bhopal, India",0,219,2020-05-31 04:43:01
892,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",kash_1857,,0,220,2020-05-31 04:43:00
893,"Why #Covid_19 has hit some countries harder that others? Possible causes can be older age, obesity, genetic differe… https://t.co/2adeG0mmdY",Subhashree Ray,Mumbai | Kolkata,12,2,2020-05-31 04:42:57
894,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Varun Kapoor,"Mumbai, India",0,220,2020-05-31 04:42:54
895,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…","Aahat, THE Chotil",India,0,220,2020-05-31 04:42:18
896,"RT @DaharwalK: #BreakingBad 
??India adds
8380 new cases in last 24hrs

??Shakha Analysts promised us #COVID19India curves ? Flattening from…",ANJANAK.......Mission Make India Democracy Again,Still in Universe ,0,12,2020-05-31 04:42:13
897,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Pramod Sharma,"New Delhi, India",0,220,2020-05-31 04:41:56
898,"Covid-19 (Novel Corona Virus) Updates for 31 May 2020: 

All updates of the day will be listed below??. 

Follow… https://t.co/PetD1xS1BE",Democracy Times Network,India,0,0,2020-05-31 04:41:42
899,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Abhishek Tiwari,Gomti Nagar-Rajpath New Delhi,0,220,2020-05-31 04:41:03
900,"India’s #COVID-19 Tally climbs to 1.82 lakh, death toll crosses 5000-mark https://t.co/gAEiqx9Li3 

#Covid19Updates #COVID19India",BizNext India,"Bhubaneshwar, India",0,0,2020-05-31 04:40:38
901,"RT @arelanikhil: URGENT!
A friend's relative is diagnosed with COVID &amp; admitted in ICU in Delhi.
Looking for someone who has recovered from…",FULL BACK,,0,26,2020-05-31 04:40:30
902,"RT @subhra310: Join @NPC_INDIA_GOV #webinar on Urban Mobility post #COVID19India 
#Mtb @mtbhimalaya @sfbike #bicycleDay @AvonCyclesIndia @B…","Arun Kumar Jha, Indian Economic Service",New Delhi,0,25,2020-05-31 04:40:11
903,"RT @ranjibk: Amid all the #Unlock1 talks, this report by @abantika77 should be noted by all #COVID19India decision makers. https://t.co/kV8…",Naveen Joshi,Lucknow,0,3,2020-05-31 04:40:07
904,"If covid-19 situation over the world was a video game, now is the time I would have paused it and watch some tutori… https://t.co/ap2cpWxIgO",Mrinal Das,"Kolkata, India",0,0,2020-05-31 04:40:02
905,"#COVID19India | Draconian lockdown, incoherent strategies led to India paying a heavy price, say experts… https://t.co/m6S1urOdLY",Chetan Khanna,Ghalib’s Dilli,1,0,2020-05-31 04:39:38
906,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Jyothish M,"Thiruvananthapuram, Kerala",0,220,2020-05-31 04:39:31
907,"Respect to kind hearts helping migrant labourers. #MigrantLabourers 
#COVID19India https://t.co/ImtvPEi58G",Sindhya bala,"Anna Nagar, Chennai",2,0,2020-05-31 04:39:20
908,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Pratik,,0,220,2020-05-31 04:39:18
909,@vonbrauckmann @TarekFatah @taslimanasreen That's why Indian recovery rate is highest in the whole world and our… https://t.co/QFdUWptF0u,???? Rakesh Sharma ????, ??,0,0,2020-05-31 04:38:56
910,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",???? ?????? {Manish Bishnoi},Rajasthan,0,220,2020-05-31 04:38:51
911,"RT @UtpalBorpujari: This comes as a applause-worthy moment, after a train carrying NE people were attacked in the same state. Good, bad &amp; u…",RimS,"Guwahati, India",0,8,2020-05-31 04:38:27
912,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Ankur Prakash,"Bhubaneshwar, India",0,220,2020-05-31 04:37:51
913,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",?????? ????? ??,?? ,0,219,2020-05-31 04:37:47
914,"RT @BlogDrive: Bad News: #India after 40 years is into #recession2020. And #COVID19India is a factor but not entirely responsible. 

Econom…",DON3,INDIA ,0,6,2020-05-31 04:37:47
915,"#Lockdown5  be like:
#COVID19India 
#Covid_19 https://t.co/oe6TMRSgZi",jeel mendapara,"Gujrat,india",1,0,2020-05-31 04:37:45
916,"@the_hindu Italy recovery rate is like 65%, so does the recovery rate tells the actual picture??? #COVID19India",Anshul Sharma,,0,0,2020-05-31 04:37:06
917,"#BreakingBad 
??India adds
8380 new cases in last 24hrs

??Shakha Analysts promised us #COVID19India curves ? Flatten… https://t.co/pIMe52rZ8C",R K DAHARWAL ?? ?? ???????????????,trying to get one,10,12,2020-05-31 04:37:01
918,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Utkarsh Sharma,"New Delhi, India",0,220,2020-05-31 04:36:59
919,"#CoronaVirusUpdateVizag as on 31.05.2020. 

4 new cases reported on 30.05.2020 in #Visakhapatnam.

Positive Cases :… https://t.co/J7L2EzT5aP",Sudeer,Vizag-Andhra Pradesh-India,1,0,2020-05-31 04:36:58
920,"Mission food for needy which has begun 60 days ago and still continues in Lockdown 5.0 
#COVID19India… https://t.co/tnWMFs31tP",ravi sharma,"Jaipur, India",0,0,2020-05-31 04:36:58
921,A 90- second window to the vagaries of life in the impactful @Sanjay_onair narrative #inequity #showoff… https://t.co/sE5IXFIUGi,Rakesh Khar,India,4,0,2020-05-31 04:36:10
922,"Food distribute to migrant workers.
#COVID19India #MigrantWorkers https://t.co/sg4cZveDdP",BS Ismail,,0,0,2020-05-31 04:35:39
923,"RT @sakthivelan_b: it’s the time to stand up for the value of human. @TimesNow done the great job ??

#COVID19India #CoronaLockdown #Chennai…",Bala Bharathí,"Chennai, India",0,2,2020-05-31 04:35:38
924,"8350 The Highest Positive Cases in India in last 24 Hours. Death Toll Crosses 5000
Be Alert and Be Safe
#COVID__19… https://t.co/1JrVh7Qdbf",Mohd Rafi Khan,Thanna Mandi Rajouri Jammu and,2,0,2020-05-31 04:35:35
925,"Now that there is no lockdown as such, i think number of corona cases in Indiadia will cross 4-5 lakhs by the end o… https://t.co/Ji3VlPoLse",Gopi,India,0,0,2020-05-31 04:35:29
926,COVID-19: 4 - Quadrant  Performance Analysis of Top States! #dataviz #COVID19India https://t.co/VLZznMV22w,wu am i,Chennai,0,0,2020-05-31 04:35:20
927,"Can any media house update about #Jankie, #Khejuri, #EastMedinipur District of #WestBengal regarding the situation… https://t.co/TrYUIgFbk8",kranti dewan,"Kolkata, India",0,0,2020-05-31 04:35:05
928,India is world's second biggest tobacco consumer. There are approximately 120 million smokers in India. Acc to the … https://t.co/6rs16Lf8Gc,Mayank Singh,,0,0,2020-05-31 04:34:51
929,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",sonu,"Dubai, United Arab Emirates",0,220,2020-05-31 04:34:31
930,"Only yesterday @narendramodi engaged in self praise in his handling of #COVID19India situation effectively

Too ear… https://t.co/5jrQvJ5ctJ",Sherlock Holmes,221B Baker Street,0,0,2020-05-31 04:34:02
931,RT @samzsays: Do read. #COVID19India,Bismaya Mahapatra,"Odisha, India",0,1,2020-05-31 04:33:55
932,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",“?????????” ?????? ???,,0,220,2020-05-31 04:33:24
933,"With the lockdown going on for almost 3 months now, we can't wait to be back to our daily routine. This meme is the… https://t.co/WmfNIHFzCf",APPSeCONNECT,Global,0,0,2020-05-31 04:33:02
934,"Gearing up for #onesoundonehope. Millions of Christians joining together to #prayforindia , for leaders, Frontliner… https://t.co/8QYTMLpxot",titto jose,"?? ??????, ????",1,0,2020-05-31 04:32:53
935,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Ravi Fichadia,,0,219,2020-05-31 04:32:38
936,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",BHOOT SHARMA,,0,220,2020-05-31 04:32:22
937,"RT @subhra310: Join @NPC_INDIA_GOV #webinar on Urban Mobility post #COVID19India 
#Mtb @mtbhimalaya @sfbike #bicycleDay @AvonCyclesIndia @B…",Dr Rajat S,,0,25,2020-05-31 04:32:19
938,"RT @biswarooproy: INDIAN COUNCIL OF MANIPULATING RESEARCH

In this video, Dr. Biswaroop Roy Chowdhury is explaining about the ICMR's strate…",TANVIR HASAN,,0,31,2020-05-31 04:32:06
939,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Basudev Shriasava,,0,219,2020-05-31 04:31:56
940,Do read. #COVID19India https://t.co/KXOkBCCCA9,G Sampath,New Delhi,7,1,2020-05-31 04:31:05
941,"RT @abantika77: Full text of the Joint statement by IPHA, IAPSM &amp; Indian Association of Epidemiologists #communitytransmission #COVID19Indi…",Gautam,Nagpur,0,11,2020-05-31 04:30:55
942,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Shantanu,,0,220,2020-05-31 04:30:24
943,@sanghaviharsh For Surat credit goes to you .  All 70 days you keep moment within party and administrative .. that’… https://t.co/MBlvfdRjyb,Mahendra Chaudhari,ahmedabad-india,1,0,2020-05-31 04:30:21
944,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…","???? ???? ..,??",India,0,220,2020-05-31 04:30:17
945,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Nitish Ranjan,,0,220,2020-05-31 04:30:14
946,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Prachi Acharya,,0,220,2020-05-31 04:30:12
947,"When you elect clowns, expect a circus....
#India
#COVID19India",Jhala Hardipsinh,,0,0,2020-05-31 04:30:01
948,"RT @Bankers_United: Dear Friends, as we all know that so far Govt hasn't initiated any step for safety of Bankers &amp; we dont know how many o…",Rupali Sushil Nanaware,,0,105,2020-05-31 04:30:01
949,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Rahul Kaushik,Delhi,0,220,2020-05-31 04:30:00
950,"@SonuSood you are the real #SuperHero
You are #Awesome
Thank you Sir... God bless you..
#Love #Respect #RealHero… https://t.co/DEKUCzmM6A",Milan Karmakar,India,0,0,2020-05-31 04:29:38
951,"RT @SARINKUMAR6: #navimumbai #COVID?19
#COVID19India #Covid_19india
#Nerul #Vashi #Seawoods #Koparkhairane #Ghansoli #Sanpada #Panvel #Kamo…",#SmartPanvel,"Panvel, India",0,1,2020-05-31 04:29:17
952,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Bikram Datta,,0,220,2020-05-31 04:28:48
953,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",satish,,0,219,2020-05-31 04:27:53
954,"One good outcome of #COVID19 is that all those who survive will get their priorities right (hopefully)

#SundayThoughts #COVID19India",antonio menezes,,1,0,2020-05-31 04:27:50
955,"Why Dr Sonam Wangchuk say Boycott Chinese Product / Services ?
@Wangchuk66 @pmo @narendramodi 
#trade #COVID19India… https://t.co/CjPaV4Th96",Neetu Jain,"Jaipur, India",4,0,2020-05-31 04:27:18
956,"India is the now the ninth worst-hit nation by the pandemic.
#IndiaFightsCOVID19 #COVID19India #PANDAMIC",Singh_Neha_Vinod,mumbai,0,0,2020-05-31 04:27:18
957,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",DP,,0,220,2020-05-31 04:27:11
958,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Pinu Charan,"Dungarpur, India",0,219,2020-05-31 04:26:23
959,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",???? ????????,"Mumbai, India",0,219,2020-05-31 04:26:02
960,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",???? ??????? ObbaKannadiga,,0,220,2020-05-31 04:25:46
961,"#Covid19India 

Lagged the daily recoveries from 7-14 days against the # of daily tests. Strongly suggests rise in… https://t.co/XJTtg1FAbD",G Raghuram,"Bengaluru South, India",0,0,2020-05-31 04:25:15
962,"RT @Betanewsexclusi: #Covid19 India Testing Update
 
Total : 37,37,027

May 31st 9am : 1,25,428 samples tested

TESTED PER MILLION: 2710

#…",Ratheesh G Karuvatta,"Alappuzha, Kerala",0,1,2020-05-31 04:25:10
963,"#navimumbai #COVID?19
#COVID19India #Covid_19india
#Nerul #Vashi #Seawoods #Koparkhairane #Ghansoli #Sanpada… https://t.co/O1aQj4xzq4",SARIN KUMAR,,0,1,2020-05-31 04:25:05
964,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Ratheesh G Karuvatta,"Alappuzha, Kerala",0,220,2020-05-31 04:25:02
965,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Sergei Kostigoff,,0,220,2020-05-31 04:24:41
966,"Lockdown 5.0 to unlock 1.0..... Means more responsibility n more patience .... 
#COVID19India 
#COVID19Pandemic https://t.co/U098RZdzMt",??????????????? ?????????? ???,"Ranchi, India",2,0,2020-05-31 04:24:40
967,"India reports its biggest daily increase since coronavirus outbreak, with 8,380 new cases and 193 new deaths.

A to… https://t.co/CU31k5PHpI",Shakti Laitphlang,"Shillong, Meghalaya",0,0,2020-05-31 04:24:07
968,who are residing in your area/ streets/ gaanv/neighbourhood villages...I request you all to support our near and de… https://t.co/XbRJwRgcDW,Kumaar S T@ microfinance professional,"Tamil Nadu, India",0,0,2020-05-31 04:24:00
969,With 3% mortality and almost 50% recovery rate why people of India are scared of #COVID19India .Ain't there bigger… https://t.co/SUs6BAe1XL,Raghvendra Singh,mumbai,0,0,2020-05-31 04:23:51
970,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Dr Dang ????,Raipur,0,220,2020-05-31 04:23:48
971,"RT @Bankers_United: Dear Friends, as we all know that so far Govt hasn't initiated any step for safety of Bankers &amp; we dont know how many o…",shailendra kumar,,0,105,2020-05-31 04:23:44
972,"Gearing up for #onesoundonehope. Millions of Christians joining together to #prayforindia , for leaders, Frontliner… https://t.co/ak7ELj3ahC",titto jose,"?? ??????, ????",1,0,2020-05-31 04:23:35
973,"Today's #Coronavirus numbers from #India:

# of Confirmed: 181827
# of Active cases: 89695
# of Deaths: 5185
# of R… https://t.co/wntwupTuR5",Saikiran Kannan,???? × ???? + ????,1,0,2020-05-31 04:23:33
974,RT @gulshanNBT: India : 8380 new cases. Total 182143 cases. Cured 4614 . Deaths 193 in last 24 hrs.#COVID19India @NavbharatTimes @NBTDilli,Anita Khatri,,0,1,2020-05-31 04:23:05
975,RT @AcharjeeSandhya: The higher expectations of opposition is immensely reassuring that the @PMOIndia @narendramodi @BJP4India Govt is work…,NIRUPAM,SILCHAR,0,2,2020-05-31 04:22:36
976,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Nitin Kalra,"Gurgaon, India",0,220,2020-05-31 04:22:03
977,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Ravi,,0,220,2020-05-31 04:21:36
978,RT @HumanistNirja: @BMC #Covidguidelines says  #PregnantWoman likely to deliver in the next five days should be tested even if #Asymptomati…,Dr Neelam Gorhe,,0,3,2020-05-31 04:21:06
979,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",???? ????????? ?????? ??????????,?????????,0,219,2020-05-31 04:20:39
980,"RT @Parag_Kar: Top 4 cities add up to 50% of the total deaths, now if you add Delhi the percentage goes close to 60%. So approx 60% of Deat…",Bharat Bhatter,"Chennai, India",0,6,2020-05-31 04:20:34
981,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Nitin Upadhyaya,"Dehradun, India",0,220,2020-05-31 04:19:51
982,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Vaibhav Agarwal,Delhi,0,220,2020-05-31 04:19:49
983,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",???????????? ????,"??????, ????",0,220,2020-05-31 04:19:44
984,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",?????? ???? ????????,,0,219,2020-05-31 04:18:31
985,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",maneesh kumar,Lucknow,0,220,2020-05-31 04:18:15
986,"RT @Bankers_United: Dear Friends, as we all know that so far Govt hasn't initiated any step for safety of Bankers &amp; we dont know how many o…",Jiwan Chandra,,0,105,2020-05-31 04:17:51
987,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases rise, India's ACTIVE cases have declined for the first time compared to previou…",Aazad Bh?ratiya,Bh?rat Ga?ar?jy,0,875,2020-05-31 04:17:11
988,"#Mumbai will be for india what #wuhan was for world.

#COVID19India

https://t.co/eCyc1LxAlf",Abhishek Kashyap????,milky-way ,0,0,2020-05-31 04:16:54
989,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",raj kumar sharma,"Jaipur, India",0,219,2020-05-31 04:16:53
990,"Don’t be a COVID moron!
Lockdown 5.0 is a joke! #COVIDIDIOTS #COVID19India 
#Lockdown5 #COVID #COVIDMORON… https://t.co/sNs1lPqjuT",Feline Fundas,New Delhi,0,0,2020-05-31 04:16:31
991,India : 8380 new cases. Total 182143 cases. Cured 4614 . Deaths 193 in last 24 hrs.#COVID19India @NavbharatTimes @NBTDilli,Gulshan Rai Khatri,New Delhi,1,1,2020-05-31 04:16:26
992,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",PRASHANT KASHYAP,India,0,219,2020-05-31 04:16:14
993,"1000 cases in 1 minute ? 
@htTweets @CNNnews18 
#COVID19India https://t.co/lvj8SZiHe9",Chinmay Joshi,"Thane, India",1,0,2020-05-31 04:15:35
994,"Deleted??  Why?? @ANI
#COVID19India https://t.co/kPsNEyyYOf",Sahil anand,"Jammu, Jammu And Kashmir",0,0,2020-05-31 04:15:12
995,"RT @manibhaii16: New Cases:8380
Total:182143
Recovered:86983(+4614)
Dead:5164(+193)
Recovery rate:47.76
Recovery Rate(Closed Cases):94.40
*…",?????????? Bulla ???? ??????,,0,2,2020-05-31 04:15:05
996,"Record 8K+ New Cases ??????

#IndiaFightsCOVID19 #COVID19India https://t.co/u2ILnVXEdS",??Mere Koi Dost Nhi Hai ??,"Muzaffarpur, India",0,0,2020-05-31 04:15:02
997,@narendramodi Your efforts are commendable in the #Covid19India but PM Sir kindly upgrade testing drastically and m… https://t.co/p2aQLhbE3Q,Anjana Sharma,,1,0,2020-05-31 04:14:50
998,"For the sheer effort and grit #salute .  Only if some could learn from the cosy comforts of there studios ,some bas… https://t.co/oxAOPrf5CA",Brinder,chandigarh,40,4,2020-05-31 04:14:40
999,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",?ssu?|?uss?,India,0,220,2020-05-31 04:14:34
1000,The higher expectations of opposition is immensely reassuring that the @PMOIndia @narendramodi @BJP4India Govt is w… https://t.co/7mBaQOuy94,SANDHYA ACHARJEE,Silchar ,3,2,2020-05-31 04:14:17
1001,"#Coronavirus India Update till 31st May 8:00 AM IST

New Tests Done - 125428
New Cases - 8380
New Recoveries - 4614… https://t.co/kChkIHCYe9",Atul Kakkar,"Pune, India",0,0,2020-05-31 04:14:16
1002,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Harish,"Delhi, India",0,220,2020-05-31 04:14:12
1003,"RT @srithh: No need e-pass for inter/intra state travel

Wish farm produce get decent prices 
#COVID19India https://t.co/h5IaDmRSRU",#TDP,"Hyderabad, India",0,3,2020-05-31 04:13:54
1004,RT @achyuta_samanta: Please pay attention to this appeal by HCM Shri @Naveen_Odisha to the people of #Odisha coming from abroad to mandator…,Jagannath Muduli,,0,535,2020-05-31 04:13:48
1005,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",soubhik_maji,my pictures,0,220,2020-05-31 04:13:46
1006,RT @pagthals: Listen to celebrated singer Shubha Mudgal Ji's message and be a #Hero! Photo courtesy @kartikrathod88  #DonateBloodIndia #COV…,Kartik Rathod,Mumbai,0,8,2020-05-31 04:13:45
1007,"RT @ShamikaRavi: #DailyUpdate #COVID19India 
As total cases continue to rise, ACTIVE cases are bunching...still a wait and watch situation…",Puduru Chandrashekar,Chennarm,0,220,2020-05-31 04:13:40
1008,"Total deaths cross 5000 mark. At 5164 (2.8%)
Even as recoveries rise to 86983 ( 47% of total)
Active cases at 89995… https://t.co/1vdiFRLXZw",Sushil Menon ????,#BLR #COK ,0,0,2020-05-31 04:13:33
1009,"RT @AvdheshanandG: Your surrounding environment influences the state of your mind.  Try to create a divine, pure and beautiful surrounding…",Anu,"Maharashtra, India",0,219,2020-05-31 04:13:19
1010,"What police officers are doing.. ?? 

Looks no control..  

This Will make India has 1st in global for… https://t.co/d0fwY2Vs4M",Deepak Dhanush Bangalore,"Chennai, India",0,1,2020-05-31 04:13:16
